Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"817.1748","Bacteroides fragilis strain SRR341607-bin.2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","SRR341607-bin.2",,,,,,,,,,,,,,,,,,,,"Good","2021-02-01T00:00:00Z",,,"PRJEB37358","SAMEA7847930","GCA_905207945.1",,"CAJLNJ000000000","EMG","WGS",,,,,,66,4810658,43.401005,13,119887,49,1,,4211,96.7,95.9,,,,"human gut",,,,,"China","Asia","China",,,,,,,,,,,,"Metabolic diseases such as type 2 diabetes (T2D) and T2D-related comorbidities (eg. obesity, metabolic syndrome, pre-diabetes and impaired glucose tolerance) are major public health issues worldwide. Recent experiments in animal and human studies have generated growing evidence for the association of gut microbiome and development of these diseases. Using next generation sequencing, large amounts of metagenomic data have been generated from T2D and control subjects. However, the disease-associated prokaryotic repertoire of the human gut microbiota is still undefined. Here we identified 389 uncultured novel prokaryotic species, including 388 bacteria and 1 archaea, by reconstructing 95871 metagenome-assembled genomes (MAGs) from 5814 disease-associated human gut microbiomes and de-replicating the MAGs against a comprehensive human gut library (ERP108418). Amongst these uncultured genomes, 302 are novel species and 87 are related to known species but have never been found in the human gut before. Our work expands the knowledge of the diversity of uncultured human gut bacteria associated with metabolic diseases, and can be used as a valuable reference library to help improve the species detection in future disease-associated metagenomics studies.","2021-02-28T01:41:00.725Z","2021-02-28T01:41:00.725Z"
"817.1799","Bacteroides fragilis strain L3_105_245G1_dasL3_105_245G1_maxbin2.maxbin.009",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","L3_105_245G1_dasL3_105_245G1_maxbin2.maxbin.009",,,,,,,,,,,,,,,,,,,,"Good","2021-05-16T00:00:00Z",,,"PRJNA698986","SAMN17800718","GCA_018369215.1",,"JAGZCT000000000","University of California, Berkeley","WGS","Illumina NovaSeq 6000","627.0338x","IDBA_UD v. v1.1.3",,,72,5178168,43.47412,9,205407,61,4,,4613,99.9,99.6,,,,"infant feces",,"2016-2019",2016,,"USA","North America","USA: Pittsburgh, Magee-Womens Hospital of UPMC",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly","Using genome-resolved metagenomics to investigate the early-life gut microbiome succession at the strain-level.","2021-06-03T00:18:17.621Z","2021-06-03T00:18:17.621Z"
"817.1820","Bacteroides fragilis strain MCC108",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MCC108",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","33993839",,"PRJNA548918","SAMN12147343","GCA_018786025.1",,"WQQV00000000","University College Cork","WGS","Illumina HiSeq","95.7984x","Velvet v. 1.2.10",,,102,5288074,43.626163,11,166069,61,3,,4908,100,99.7,,,,"feces","isolated from healthy members of the elderly community and screened for potentially dangerous properties such as virulence and antibiotic resistance",,,,"Ireland","Europe","Ireland",,"Homo sapiens","Human",,,,"Human",,,,,"One hundred bacterial strains were isolated from healthy members of the elderly community and screened for potentially dangerous properties such as virulence and antibiotic resistance. These strains were tested for their ability to persist and multiply in an artificial gut model with the intention of eventually introducing this microbial community into the gastro-intestinal tracts of frail, elderly individuals . The goal is to improve the gut health of these individuals and also improve general health since microbial diversity has been linked to many health factors including frailty.","2021-06-26T03:07:53.851Z","2021-06-26T03:07:53.851Z"
"817.1821","Bacteroides fragilis strain CD10_MAG1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","CD10_MAG1",,,,,,,,,,,,,,,,,,,,"Good","2021-06-23T00:00:00Z","34035441",,"PRJNA715634","SAMN18355268","GCA_019013355.1",,"JAGIQM000000000","University of Queensland","WGS","Illumina MiSeq","30.2882x","MEGAHIT v. version 1.1.1",,,121,4864580,43.416904,24,69860,64,3,,4289,98,97.7,,,,"mucosal tissue from Crohns disease patient",,,,,"Australia","Oceania","Australia",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly","Use of a novel ex vivo approach combining microbe culture from anaerobically preserved tissue with metagenome sequencing to reveal patient-specific and strain-level differences among bacterial communities in post-operative Crohns disease patients","2021-06-26T10:57:40.400Z","2021-06-26T10:57:40.400Z"
"817.1848","Bacteroides fragilis strain MSK.7.6",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.7.6",,,,,,,,,,,,,,,,,,,,"Good","2021-06-27T00:00:00Z",,,"PRJNA737800","SAMN19732205","GCA_019041735.1",,"JAHPYI000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. June-2019",,,170,5466060,43.266796,13,135987,63,3,,5062,100,99.9,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T14:39:41.807Z","2021-08-01T14:39:41.807Z"
"817.1849","Bacteroides fragilis strain MSK.8.18",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.8.18",,,,,,,,,,,,,,,,,,,,"Good","2021-06-27T00:00:00Z",,,"PRJNA737800","SAMN19732211","GCA_019041775.1",,"JAHPYC000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. June-2019",,,171,5466466,43.26647,14,141380,62,4,,5072,100,99.9,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T14:39:48.761Z","2021-08-01T14:39:48.761Z"
"817.1850","Bacteroides fragilis strain MSK.7.8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.7.8",,,,,,,,,,,,,,,,,,,,"Good","2021-06-27T00:00:00Z",,,"PRJNA737800","SAMN19732207","GCA_019041875.1",,"JAHPYG000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. June-2019",,,193,5466558,43.261078,15,134498,61,3,,5088,100,99.9,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T14:43:03.076Z","2021-08-01T14:43:03.076Z"
"817.1851","Bacteroides fragilis strain MSK.16.58",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.16.58",,,,,,,,,,,,,,,,,,,,"Good","2021-07-06T00:00:00Z",,,"PRJNA737800","SAMN19731924","GCA_019130335.1",,"JAHOKF000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. 2019-06-01T00:00:00",,,145,5193048,43.534588,10,187080,60,3,,4703,100,99.7,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T16:34:33.185Z","2021-08-01T16:34:33.185Z"
"817.1852","Bacteroides fragilis strain MSK.16.53",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.16.53",,,,,,,,,,,,,,,,,,,,"Good","2021-07-06T00:00:00Z",,,"PRJNA737800","SAMN19731921","GCA_019130425.1",,"JAHOKI000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. 2019-06-01T00:00:00",,,144,5193175,43.5341,9,210168,60,3,,4723,100,99.7,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T16:34:24.725Z","2021-08-01T16:34:24.725Z"
"817.1853","Bacteroides fragilis strain MSK.13.23",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.13.23",,,,,,,,,,,,,,,,,,,,"Good","2021-07-06T00:00:00Z",,,"PRJNA737800","SAMN19731862","GCA_019131615.1",,"JAHOMK000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. 2019-06-01T00:00:00",,,99,4931551,43.26418,10,180025,61,4,,4370,99.8,99.6,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T16:38:38.414Z","2021-08-01T16:38:38.414Z"
"817.1854","Bacteroides fragilis strain MSK.10.5",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","MSK.10.5",,,,,,,,,,,,,,,,,,,,"Good","2021-07-06T00:00:00Z",,,"PRJNA737800","SAMN19731848","GCA_019131915.1",,"JAHOMY000000000","University of Chicago","WGS","Illumina HiSeq","100x","SPAdes v. 2019-06-01T00:00:00",,,146,5100293,43.16456,16,101920,59,3,,4529,99.8,99.5,,,,"fecal sample",,,,,"USA","North America","USA:New York",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","A collection of gut derived symbiotic bacterial strains cultured from healthy donors","2021-08-01T16:45:09.244Z","2021-08-01T16:45:09.244Z"
"817.1856","Bacteroides fragilis strain S82",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","S82",,,,,,,,,,,,,,,,,,,,"Good","2021-08-12T00:00:00Z",,,"PRJNA540772","SAMN11557489","GCA_019583405.1",,"SZUU00000000","Seqomics Ltd.","WGS","Illumina MiSeq","196.0x","SPAdes v. 3.13.0",,1,40,5017940,42.97925,4,538629,63,6,,4673,99.9,99.4,,,,"feces",,"2014",2014,,"Hungary","Europe","Hungary: Szeged",,"Homo sapiens","Human",,,"Bacteroides infection","Human",,,,"collected_by:J. Soki","Selection of normal microbiota Bacteroides strains from human stool samples and estimation of the proportion of B. fragilis genetic division in those samples.","2021-08-26T16:13:31.173Z","2021-08-26T16:13:31.173Z"
"817.1857","Bacteroides fragilis strain FSDTAELJB1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FSDTAELJB1",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101944","GCA_019633805.1",,"JAFKPQ000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,71,5013224,43.379963,8,217317,69,4,,4400,99.7,99.5,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:37:59.030Z","2021-08-26T16:37:59.030Z"
"817.1858","Bacteroides fragilis strain FSXLVWS1E1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FSXLVWS1E1",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101948","GCA_019633835.1",,"JAFKPM000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,22,4917836,43.302563,4,495486,55,1,,4376,94.5,94.1,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:41:09.238Z","2021-08-26T16:41:09.238Z"
"817.1859","Bacteroides fragilis strain FBJ31K10",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FBJ31K10",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101925","GCA_019633925.1",,"JAFKQJ000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,71,5054683,43.258564,5,332206,67,5,,4449,99.7,99.5,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:38:03.684Z","2021-08-26T16:38:03.684Z"
"817.1860","Bacteroides fragilis strain FSDLZ51B2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FSDLZ51B2",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101942","GCA_019633885.1",,"JAFKPS000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,77,5056405,43.356476,6,255868,76,3,,4457,99.7,99.5,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:38:05.390Z","2021-08-26T16:38:05.390Z"
"817.1861","Bacteroides fragilis strain FSHXHZ1E1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FSHXHZ1E1",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101946","GCA_019633825.1",,"JAFKPO000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,16,4873935,43.3846,3,709958,63,5,,4210,99.7,99.3,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:38:04.588Z","2021-08-26T16:38:04.588Z"
"817.1862","Bacteroides fragilis strain FGXGL56E2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FGXGL56E2",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101931","GCA_019633905.1",,"JAFKQD000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,11,5064387,43.388336,2,1206424,63,8,,4449,99.7,99.5,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:38:06.243Z","2021-08-26T16:38:06.243Z"
"817.1863","Bacteroides fragilis strain FSXLVWS5E1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FSXLVWS5E1",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101949","GCA_019633845.1",,"JAFKPL000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,98,5291460,43.292103,6,331623,69,4,,4790,99.7,99.5,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:41:14.527Z","2021-08-26T16:41:14.527Z"
"817.1864","Bacteroides fragilis strain FJNDD6M5",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FJNDD6M5",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101937","GCA_019633945.1",,"JAFKPX000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,31,5130700,43.42043,3,715403,62,6,,4530,99.6,99.4,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:37:54.443Z","2021-08-26T16:37:54.443Z"
"817.1865","Bacteroides fragilis strain FJSWX11BF",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FJSWX11BF",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z","34308455",,"PRJNA705747","SAMN18101938","GCA_019633955.1",,"JAFKPW000000000","jiangnan","WGS","Illumina MiSeq","12x","FALCON v. 2.3 OR MAY-2011",,,110,5093763,43.45564,8,225790,67,3,,4508,99.7,99.5,,,,,,"2018-10-30",2018,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The roles of different Bacteroides fragilis strains in protecting against Dextran Sulfate Sodium-induced Ulcerative Colitis, and their underlying functional genes","2021-08-26T16:41:08.130Z","2021-08-26T16:41:08.130Z"
"817.1877","Bacteroides fragilis strain FSDTA-HCK-B8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","null","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","FSDTA-HCK-B8",,,,,,,,,,,,,,,,,,,,"Good","2021-08-23T00:00:00Z",,,"PRJNA609849","SAMN14260656",,,"JABFHU000000000","jiangnan","WGS","Illumina","12x","FALCON v. 2.3 OR MAY-2011",,,34,5282608,43.400745,4,571177,64,5,,4778,99.9,99.4,,,,"fecal sample",,"2019-01-10",2019,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","genome of Bacteroides fragilis","2021-09-29T12:13:22.964Z","2021-09-29T12:13:22.964Z"
"817.1878","Bacteroides fragilis strain 16751",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","null","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","16751",,,,,,,,,,,,,,,,,,,,"Good","2021-09-09T00:00:00Z",,,"PRJNA290854","SAMN03921924","GCA_019915805.1",,"LJWV00000000","Seqomics Ltd","WGS","Illumina MiSeq","71.0x","CLC Genomics Workbench Tool v. 8.0.2;",,,3,5447306,43.604862,1,3936861,83,8,,4889,100,99.7,,,,"human patient",,"2004",2004,,"Hungary","Europe","Hungary",,"Homo sapiens","Human",,,"bacterial infection","Human",,,,"collected_by:Zoltan Lajos, National Public Health and Medical Officer Service","pathogenic strain isolated from human infection site","2021-09-29T16:03:43.842Z","2021-09-29T16:03:43.842Z"
"817.1879","Bacteroides fragilis strain 3130",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","null","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","3130",,,,,,,,,,,,,,,,,,,,"Good","2021-09-09T00:00:00Z",,,"PRJNA290853","SAMN03921919","GCA_019915815.1",,"LJVI00000000","Seqomics Ltd","WGS","Illumina MiSeq","54.0x","CLC Genomics Workbench Tool v. 8.0.2;",,,1,4897715,43.284027,1,4897715,74,12,,4256,99.7,99.3,,,,"human patient",,"2004",2004,,"Hungary","Europe","Hungary: Szeged",,"Homo sapiens","Human",,,"bacterial infection","Human",,,,"collected_by:Edit Urban, University of Szeged","pathogenic strain isolated from human infection site","2021-09-29T16:03:25.150Z","2021-09-29T16:03:25.150Z"
"817.1880","Bacteroides fragilis strain CZE60",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria","null","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","CZE60",,,,,,,,,,,,,,,,,,,,"Good","2021-09-09T00:00:00Z",,,"PRJNA290849","SAMN03921881","GCA_019915825.1",,"LGTI00000000","Seqomics Ltd","WGS","Illumina MiSeq","72.0x","CLC Genomics Workbench Tool v. 8.0.2;",,,3,5201248,43.277637,1,3688345,75,12,,4678,99.7,99.4,,,,"human patient",,"1998",1998,,"Czech Republic","Europe","Czech Republic",,"Homo sapiens","Human",,,"bacterial infection","Human",,,,"collected_by:Ditmar Chmelar, University of Ostrava","pathogenic strain isolated from human infection site","2021-09-29T16:03:45.190Z","2021-09-29T16:03:45.190Z"
